page_id,url,title,title_length,is_https,images_without_alt_count,content_type,page_link_count,duplicate_content_flag,status_code,meta_description,load_time,h2_count,broken_link_count,audit_id,h1_count,crawl_depth,h2,image_link_count,h1,external_link_count,has_structured_data,internal_link_count,is_mobile_friendly,meta_description_length,has_meta_keywords,title_count
269,https://www.roddandgunn.com/au/Product-Variation?pid=009050&dwvar_009050_size=XXL&dwvar_009050_color=MIDNIGHT&source=detail,Kingswood Knit,14,True,0,,,,200, ,,11,,38,1,28,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$159.00
$399.00
$179.00",119,Kingswood Knit · Midnight XXL,0,False,0,False,1,True,1
270,https://www.roddandgunn.com/au/Product-Variation?pid=009050&dwvar_009050_size=XL&dwvar_009050_color=MIDNIGHT&source=detail,Kingswood Knit,14,True,0,,,,200, ,,11,,38,1,28,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$149.00
$179.00
$399.00",119,Kingswood Knit · Midnight XL,0,False,0,False,1,True,1
271,https://www.roddandgunn.com/au/Product-Variation?pid=009050&dwvar_009050_size=LG&dwvar_009050_color=MIDNIGHT&source=detail,Kingswood Knit,14,True,0,,,,200, ,,11,,38,1,28,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$399.00
$149.00
$159.00
$179.00",116,Kingswood Knit · Midnight LG,0,False,0,False,1,True,1
272,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-10.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,28,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$139.00",154,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
273,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-10.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,28,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$159.00",158,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
274,https://www.roddandgunn.com/au/Product-Variation?pid=009050&dwvar_009050_size=ME&dwvar_009050_color=MIDNIGHT&source=detail,Kingswood Knit,14,True,0,,,,200, ,,11,,38,1,28,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$399.00
$149.00
$89.00
$139.00",120,Kingswood Knit · Midnight ME,0,False,0,False,1,True,1
275,https://www.roddandgunn.com/au/Product-Variation?pid=009078&dwvar_009078_size=XL&dwvar_009078_color=HERITAGE&source=detail,Rigney Shirt,12,True,0,,,,200, ,,11,,38,1,29,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$349.00
$249.00
$499.00
$399.00",127,Rigney Shirt · Heritage XL,0,False,0,False,1,True,1
276,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=ROSEWATER&dwvar_008834_size=SM&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,29,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$249.00
$139.00
$159.00",154,Coromandel 2 Sports Fit Shirt · Rosewater SM,0,False,0,False,138,True,1
277,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=XS&dwvar_008834_color=ROSEWATER&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,29,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$159.00
$139.00
$179.00",158,Coromandel 2 Sports Fit Shirt · Rosewater XS,0,False,0,False,138,True,1
278,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=SAGE-GREY&vgid=008834-10,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,29,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$179.00
$179.00
$159.00",158,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
279,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=INLET&vgid=008834-10,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,10,,38,1,29,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$199.00
$179.00",155,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
280,https://www.roddandgunn.com/au/clothing/shirts/waiheke-2-shirt/008832-04.html,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,29,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$159.00
$179.00
$399.00",100,Waiheke 2 Shirt,0,False,0,False,1,True,1
281,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-10.html?currency=AUD&bvstate=pg:2/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,29,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$159.00",158,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
282,https://www.roddandgunn.com/au/clothing/t-shirts/gunn-original-fit-tee/008738-03.html,Gunn Original Fit Tee,21,True,0,,,,200, ,,11,,38,1,29,"Details
$49.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$129.00
$159.00
$49.00",142,Gunn Original Fit Tee,0,False,0,False,1,True,1
283,https://www.roddandgunn.com/au/clothing/shirts/waiheke-2-shirt/008832-05.html,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,29,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$139.00
$179.00
$159.00",72,Waiheke 2 Shirt,0,False,0,False,1,True,1
284,https://www.roddandgunn.com/au/clothing/shirts/waiheke-2-shirt/008832-05.html,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,29,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$159.00
$179.00
$179.00",100,Waiheke 2 Shirt,0,False,0,False,1,True,1
285,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt-%C2%B7-rosewater-xs/008834-10-XS.html?dwvar_008834-10-XS_size=XS&dwvar_008834-10-XS_color=ROSEWATER&currency=AUD&source=detail&bvstate=pg:2/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,30,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$139.00
$179.00
$139.00",147,Coromandel 2 Sports Fit Shirt · Rosewater XS,0,False,0,False,138,True,1
286,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-15.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,30,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$139.00
$139.00
$139.00",151,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
287,https://www.roddandgunn.com/au/clothing/shirts/waiheke-2-shirt/008832-04.html?currency=AUD&bvstate=pg:2/ct:r,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,30,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$179.00
$159.00
$179.00",92,Waiheke 2 Shirt,0,False,0,False,1,True,1
288,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-10.html?currency=AUD&bvstate=pg:3/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,30,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$179.00",154,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
289,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-12.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,30,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$79.00
$179.00
$199.00
$299.00",145,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
290,https://www.roddandgunn.com/au/accessories/tahroa-weekender/008571.html?dwvar_008571_color=TAN-BROWN&cgid=,Tahroa Weekender | Men's Bags | Rodd & Gunn AU,46,True,0,,,,200, The Tahroa Weekender is a men�s travel bag made from soft leather with contrast straps. Perfect for day trips and weekends.  Shop now with free delivery in AU.,,11,,38,1,30,"Details
$999.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$1,299.00
$799.00
$1,899.00
$1,599.00",73,Tahroa Weekender,0,False,0,False,160,True,1
291,https://www.roddandgunn.com/au/accessories/tahroa-weekender/008571.html?dwvar_008571_color=TAN-BROWN&cgid=null,Tahroa Weekender | Men's Bags | Rodd & Gunn AU,46,True,0,,,,200, The Tahroa Weekender is a men�s travel bag made from soft leather with contrast straps. Perfect for day trips and weekends.  Shop now with free delivery in AU.,,11,,38,1,30,"Details
$999.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$1,299.00
$799.00
$1,899.00
$1,599.00",73,Tahroa Weekender,0,False,0,False,160,True,1
292,https://www.roddandgunn.com/au/Product-Variation?pid=008832&dwvar_008832_size=XXXL&dwvar_008832_color=KELP&source=detail,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,30,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$139.00
$129.00
$159.00",100,Waiheke 2 Shirt · Kelp XXXL,0,False,0,False,1,True,1
293,https://www.roddandgunn.com/au/clothing/t-shirts/gunn-original-fit-tee/008738-03.html?currency=AUD&bvstate=pg:2/ct:r,Gunn Original Fit Tee,21,True,0,,,,200, ,,11,,38,1,30,"Details
$49.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$69.00
$49.00
$69.00
$49.00",131,Gunn Original Fit Tee,0,False,0,False,1,True,1
294,https://www.roddandgunn.com/au/clothing/shirts/waiheke-2-shirt/008832-05.html?currency=AUD&bvstate=pg:2/ct:r,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,30,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$139.00
$179.00
$159.00",100,Waiheke 2 Shirt,0,False,0,False,1,True,1
295,https://www.roddandgunn.com/au/clothing/t-shirts/the-gunn-t-shirt-/004120-38.html,The Gunn T-Shirt  | Rodd & Gunn AU,34,True,0,,,,200, This classic Gunn men’s short sleeve t-shirt is cut from slim fitting marle for a textured look and feel. Shop now with free delivery in AU.,,8,,38,2,30,"Details
$49.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information",152,The Gunn T-Shirt,0,False,0,False,141,True,1
296,https://www.roddandgunn.com/au/clothing/sweatshirts/foresters-peak-sweat/005966-03.html,Foresters Peak Sweat | Forest | Rodd & Gunn AU,46,True,0,,,,200, Our logo embroidered panelled men’s rugby jersey in Forest features a high neck zip which can be worn as a funnel neck or turned down. Shop now with free delivery in AU.,,11,,38,1,31,"Details
$139.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$49.00
$139.00
$139.00
$139.00",142,Foresters Peak Sweat,0,False,0,False,170,True,1
297,https://www.roddandgunn.com/au/clothing/shirts/waiheke-2-shirt-%C2%B7-kelp-xxxl/008832-04-XXXL.html?currency=AUD&source=detail&dwvar_008832-04-XXXL_color=KELP&dwvar_008832-04-XXXL_size=XXXL&bvstate=pg:2/ct:r,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,31,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$159.00
$129.00
$159.00",100,Waiheke 2 Shirt · Kelp XXXL,0,False,0,False,1,True,1
298,https://www.roddandgunn.com/au/Product-Variation?pid=008832&dwvar_008832_color=IRIS&dwvar_008832_size=XXXL&source=detail,Waiheke 2 Shirt,15,True,0,,,,200, ,,11,,38,1,31,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$159.00
$129.00
$159.00",100,Waiheke 2 Shirt · Iris XXXL,0,False,0,False,1,True,1
299,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-12.html?currency=AUD&bvstate=pg:2/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,10,,38,1,31,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$159.00
$179.00",148,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
300,https://www.roddandgunn.com/au/clothing/polos/the-gunn-polo/003396-74.html,The Gunn Polo | Regatta | Rodd & Gunn AU,40,True,0,,,,200, Our men’s cotton Gunn Polo in Regatta is a Rodd & Gunn menswear favourite known for its durability and breathability. Shop now with free delivery in AU.,,11,,38,1,31,"Details
$79.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$79.00
$79.00
$49.00
$139.00",169,The Gunn Polo,0,False,0,False,153,True,1
301,https://www.roddandgunn.com/au/Product-Variation?pid=008832&dwvar_008832_color=VAPOUR&dwvar_008832_size=XXXL&source=detail,Waiheke 2 Shirt,15,True,0,,,,200, ,,7,,38,1,31,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information",68,Waiheke 2 Shirt · Vapour XXXL,0,False,0,False,1,True,1
302,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-15.html?currency=AUD&bvstate=pg:2/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,7,,38,1,31,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information",126,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
303,https://www.roddandgunn.com/au/Product-Variation?pid=004120&dwvar_004120_size=XXXL&dwvar_004120_color=TURF&source=detail,The Gunn T-Shirt ,17,True,0,,,,200, This classic Gunn men’s short sleeve t-shirt is cut from slim fitting marle for a textured look and feel. Shop now with free delivery in AU.,,11,,38,2,31,"Details
$49.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$49.00
$139.00
$139.00",175,The Gunn T-Shirt · Turf XXXL,0,False,0,False,141,True,1
304,https://www.roddandgunn.com/au/Product-Variation?pid=004120&dwvar_004120_size=XXL&dwvar_004120_color=TURF&source=detail,The Gunn T-Shirt ,17,True,0,,,,200, This classic Gunn men’s short sleeve t-shirt is cut from slim fitting marle for a textured look and feel. Shop now with free delivery in AU.,,11,,38,2,31,"Details
$49.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$49.00
$139.00
$139.00",155,The Gunn T-Shirt · Turf XXL,0,False,0,False,141,True,1
305,https://www.roddandgunn.com/au/Product-Variation?pid=003396&dwvar_003396_color=REGATTA&dwvar_003396_size=XXXL&source=detail,The Gunn Polo,13,True,0,,,,200, Our men’s cotton Gunn Polo in Regatta is a Rodd & Gunn menswear favourite known for its durability and breathability. Shop now with free delivery in AU.,,11,,38,1,32,"Details
$79.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$79.00
$79.00
$79.00
$79.00",169,The Gunn Polo/Regatta XXXL,0,False,0,False,153,True,1
306,https://www.roddandgunn.com/au/Product-Variation?pid=003396&dwvar_003396_size=XXL&dwvar_003396_color=REGATTA&source=detail,The Gunn Polo,13,True,0,,,,200, Our men’s cotton Gunn Polo in Regatta is a Rodd & Gunn menswear favourite known for its durability and breathability. Shop now with free delivery in AU.,,11,,38,1,32,"Details
$79.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$49.00
$349.00
$159.00
$79.00",166,The Gunn Polo/Regatta XXL,0,False,0,False,153,True,1
307,https://www.roddandgunn.com/au/clothing/sweatshirts/foresters-peak-sweat/005966-07.html,Foresters Peak  Sweat | Rodd & Gunn AU,38,True,0,,,,200, Our logo embroidered panelled men’s rugby jersey features a high neck zip which can be worn as a funnel neck or turned down. Free delivery AU.,,11,,38,1,32,"Details
$139.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$139.00
$139.00
$129.00",123,Foresters Peak Sweat,0,False,0,False,143,True,1
308,https://www.roddandgunn.com/au/clothing/polos/the-gunn-polo/003396-74.html?currency=AUD&bvstate=pg:2/ct:r,The Gunn Polo | Regatta | Rodd & Gunn AU,40,True,0,,,,200, Our men’s cotton Gunn Polo in Regatta is a Rodd & Gunn menswear favourite known for its durability and breathability. Shop now with free delivery in AU.,,7,,38,1,32,"Details
$79.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information",141,The Gunn Polo,0,False,0,False,153,True,1
